Kennziffer;Raumeinheit;Aggregat;Anteil Siedlungs- und Verkehrsfläche;Anteil Siedlungs- und Verkehrsfläche;Siedlungsdichte;Siedlungsdichte;Anteil Erholungsfläche;Anteil Erholungsfläche;Erholungsfläche je Einwohner;Erholungsfläche je Einwohner;Anteil Freifläche;Anteil Freifläche;Freifläche je Einwohner;Freifläche je Einwohner;Anteil Landwirtschaftsfläche;Anteil Landwirtschaftsfläche;Anteil naturnähere Fläche;Anteil naturnähere Fläche;Naturnähere Fläche je Einwohner;Naturnähere Fläche je Einwohner;Anteil Waldfläche;Anteil Waldfläche;Waldfläche je Einwohner;Waldfläche je Einwohner;Anteil Wasserfläche;Anteil Wasserfläche;Wasserfläche je Einwohner;Wasserfläche je Einwohner
;;;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017;2016;2017
"07311";"Frankenthal (Pfalz), Stadt";"krsfr. Stadt";"36,9";"36,9";"2.994,1";"2.992,4";"5,0";"5,0";"45,2";"45,0";"68,6";"68,6";"621,7";"621,9";"58,4";"58,3";"4,1";"4,1";"37,2";"37,4";"2,1";"2,1";"19,2";"19,2";"2,4";"2,4";"21,7";"21,7"
"07312";"Kaiserslautern, Stadt";"krsfr. Stadt";"28,3";"28,3";"2.514,0";"2.523,6";"2,8";"2,8";"39,3";"38,6";"75,0";"75,0";"1.055,0";"1.050,4";"8,7";"8,7";"1,5";"1,5";"21,7";"21,5";"62,4";"62,4";"877,6";"874,2";"0,6";"0,6";"8,7";"8,5"
"07313";"Landau in der Pfalz, Stadt";"krsfr. Stadt";"23,6";"23,5";"2.348,4";"2.372,7";"2,8";"2,8";"50,6";"49,7";"79,4";"79,4";"1.431,1";"1.423,1";"43,7";"43,7";"2,2";"2,3";"40,0";"41,9";"32,0";"32,1";"576,2";"575,9";"0,6";"0,6";"10,4";"10,2"
"07314";"Ludwigshafen am Rhein, Stadt";"krsfr. Stadt";"61,6";"61,4";"3.494,6";"3.544,3";"9,4";"9,1";"43,9";"42,0";"48,6";"48,4";"225,7";"222,6";"28,9";"28,5";"6,3";"7,1";"29,0";"32,5";"4,2";"4,7";"19,4";"21,5";"5,1";"5,3";"23,5";"24,2"
"07315";"Mainz, Stadt";"krsfr. Stadt";"49,5";"49,3";"4.416,3";"4.462,9";"6,5";"6,4";"29,6";"29,0";"57,8";"57,8";"264,4";"262,7";"42,1";"42,3";"4,9";"5,1";"22,4";"23,2";"3,7";"3,8";"16,7";"17,3";"3,7";"3,7";"16,9";"16,8"
"07316";"Neustadt an der Weinstraße, Stadt";"krsfr. Stadt";"19,7";"19,7";"2.308,4";"2.308,7";"3,2";"3,2";"69,9";"70,3";"83,7";"83,6";"1.841,0";"1.835,5";"35,5";"35,4";"2,4";"2,4";"52,2";"51,9";"43,8";"43,8";"964,7";"962,3";"0,9";"0,9";"19,5";"19,5"
"07317";"Pirmasens, Stadt";"krsfr. Stadt";"31,9";"31,5";"2.063,1";"2.104,2";"6,1";"5,9";"93,0";"89,1";"74,9";"75,1";"1.136,7";"1.134,1";"27,5";"27,4";"2,5";"2,6";"37,6";"39,9";"39,9";"40,5";"605,9";"611,1";"0,6";"0,5";"8,7";"7,9"
"07318";"Speyer, Stadt";"krsfr. Stadt";"44,8";"44,7";"2.642,5";"2.665,1";"6,0";"6,0";"50,8";"50,5";"61,7";"61,7";"521,1";"517,4";"19,8";"19,8";"11,2";"11,2";"94,4";"93,7";"23,1";"23,1";"195,1";"193,6";"9,5";"9,5";"79,9";"79,3"
"07319";"Worms, Stadt";"krsfr. Stadt";"29,9";"29,9";"2.541,4";"2.555,6";"4,6";"4,5";"60,9";"59,1";"75,1";"75,0";"988,6";"981,2";"61,5";"61,4";"5,9";"6,1";"78,1";"79,7";"3,9";"4,0";"50,7";"52,6";"4,2";"4,2";"54,8";"54,5"
"07320";"Zweibrücken, Stadt";"krsfr. Stadt";"27,9";"28,0";"1.744,1";"1.735,2";"3,0";"3,0";"61,6";"61,6";"75,3";"75,3";"1.545,8";"1.552,4";"46,6";"46,7";"2,7";"2,6";"54,9";"54,6";"24,2";"24,2";"497,6";"498,4";"1,0";"1,0";"20,9";"20,7"
"07331";"Alzey-Worms";"Landkreis";"15,2";"15,2";"1.437,0";"1.440,0";"1,9";"1,9";"86,2";"85,4";"86,8";"86,8";"3.982,9";"3.971,9";"77,1";"77,0";"3,5";"3,5";"160,7";"161,1";"5,5";"5,6";"252,6";"255,8";"1,6";"1,6";"72,8";"72,7"
"07332";"Bad Dürkheim";"Landkreis";"13,0";"13,0";"1.724,3";"1.722,1";"2,1";"2,1";"93,0";"92,5";"89,2";"89,2";"3.989,9";"3.996,1";"33,9";"33,8";"2,1";"2,2";"93,6";"97,4";"52,5";"52,6";"2.346,6";"2.354,5";"0,5";"0,6";"24,5";"24,7"
"07333";"Donnersbergkreis";"Landkreis";"10,7";"10,8";"1.084,2";"1.078,9";"1,3";"1,3";"111,8";"109,5";"90,6";"90,6";"7.779,1";"7.783,9";"54,5";"54,2";"2,5";"2,6";"211,6";"223,0";"33,6";"33,8";"2.881,9";"2.901,9";"0,6";"0,6";"50,5";"51,7"
"07334";"Germersheim";"Landkreis";"16,1";"16,1";"1.723,2";"1.724,5";"1,6";"1,6";"59,2";"59,2";"85,7";"85,7";"3.096,0";"3.088,8";"38,2";"38,0";"5,9";"6,2";"214,2";"222,1";"40,4";"40,7";"1.460,7";"1.465,9";"4,9";"4,9";"176,0";"176,7"
"07335";"Kaiserslautern";"Landkreis";"14,8";"15,0";"1.112,3";"1.100,6";"1,6";"1,6";"99,0";"98,0";"86,9";"86,7";"5.271,7";"5.253,1";"33,6";"33,5";"2,0";"2,0";"118,5";"119,7";"50,6";"50,5";"3.068,2";"3.059,8";"0,5";"0,5";"32,2";"32,7"
"07336";"Kusel";"Landkreis";"12,1";"12,1";"1.020,1";"1.018,9";"1,5";"1,5";"124,7";"121,7";"89,5";"89,5";"7.244,1";"7.255,2";"50,1";"49,9";"3,2";"3,3";"261,1";"266,5";"36,7";"36,8";"2.965,2";"2.980,9";"0,7";"0,8";"59,9";"61,6"
"07337";"Südliche Weinstraße";"Landkreis";"12,4";"12,3";"1.396,9";"1.399,9";"1,7";"1,7";"100,8";"101,2";"89,4";"89,5";"5.161,8";"5.177,5";"41,1";"41,0";"2,4";"2,5";"135,6";"143,6";"45,6";"45,8";"2.634,0";"2.648,7";"0,7";"0,7";"39,6";"39,2"
"07338";"Rhein-Pfalz-Kreis";"Landkreis";"22,4";"22,5";"2.244,4";"2.239,2";"3,4";"3,5";"68,0";"68,7";"81,2";"81,2";"1.619,2";"1.611,2";"54,2";"54,1";"6,5";"6,4";"130,2";"128,0";"17,4";"17,5";"347,5";"347,0";"5,1";"5,0";"101,8";"99,7"
"07339";"Mainz-Bingen";"Landkreis";"18,5";"18,5";"1.867,5";"1.871,6";"2,5";"2,5";"71,2";"71,6";"84,1";"84,1";"2.433,9";"2.427,0";"61,5";"61,4";"6,2";"6,2";"178,6";"180,1";"16,4";"16,5";"473,8";"477,1";"3,2";"3,2";"92,7";"92,5"
"07340";"Südwestpfalz";"Landkreis";"9,8";"9,8";"1.029,3";"1.023,3";"1,5";"1,5";"152,0";"148,4";"91,8";"91,8";"9.124,2";"9.165,4";"25,8";"25,7";"1,8";"1,9";"183,2";"185,4";"63,8";"63,9";"6.341,6";"6.384,0";"0,5";"0,5";"51,2";"51,0"
"08111";"Stuttgart, Stadt";"krsfr. Stadt";"51,6";"51,7";"5.867,8";"5.902,5";"6,2";"6,1";"20,3";"20,2";"55,6";"55,5";"183,4";"181,8";"22,8";"22,8";"2,0";"2,0";"6,5";"6,4";"24,0";"24,0";"79,2";"78,6";"1,3";"1,3";"4,3";"4,3"
"08115";"Böblingen";"Landkreis";"22,8";"22,8";"2.745,6";"2.760,4";"2,4";"2,4";"38,9";"38,7";"79,9";"79,8";"1.279,3";"1.265,9";"41,4";"41,3";"1,4";"1,4";"22,8";"22,7";"34,6";"34,6";"554,4";"549,3";"0,4";"0,4";"6,6";"6,6"
"08116";"Esslingen";"Landkreis";"24,8";"24,9";"3.320,7";"3.337,0";"1,7";"1,7";"20,4";"20,3";"77,1";"77,0";"934,9";"928,0";"44,2";"44,1";"2,0";"2,0";"23,7";"23,6";"29,2";"29,2";"354,5";"352,3";"1,0";"1,0";"11,6";"11,5"
"08117";"Göppingen";"Landkreis";"16,6";"16,7";"2.390,8";"2.395,7";"1,0";"1,0";"25,5";"25,4";"84,5";"84,5";"2.133,0";"2.116,8";"50,0";"49,9";"1,6";"1,6";"39,7";"40,1";"32,2";"32,2";"812,4";"807,3";"0,5";"0,5";"11,6";"11,5"
"08118";"Ludwigsburg";"Landkreis";"24,5";"24,8";"3.197,4";"3.184,6";"1,8";"1,9";"23,1";"23,6";"77,5";"77,3";"989,9";"978,0";"54,9";"54,5";"2,5";"2,5";"32,1";"32,1";"18,2";"18,2";"232,3";"230,7";"1,3";"1,3";"17,0";"17,1"
"08119";"Rems-Murr-Kreis";"Landkreis";"17,8";"17,8";"2.772,5";"2.775,7";"1,1";"1,1";"21,5";"21,6";"83,4";"83,4";"1.693,8";"1.683,8";"41,9";"41,8";"1,2";"1,2";"24,7";"25,0";"39,2";"39,2";"796,2";"792,0";"0,6";"0,6";"12,8";"12,7"
"08121";"Heilbronn, Stadt";"krsfr. Stadt";"35,9";"36,0";"3.449,6";"3.476,3";"3,1";"3,1";"24,7";"24,7";"67,7";"67,6";"546,0";"539,4";"47,1";"47,0";"3,3";"3,3";"26,3";"26,1";"14,2";"14,2";"114,7";"113,7";"2,2";"2,2";"17,7";"17,6"
"08125";"Heilbronn";"Landkreis";"17,6";"17,7";"1.744,3";"1.753,3";"1,6";"1,6";"51,0";"50,8";"84,1";"84,0";"2.739,5";"2.711,6";"55,1";"55,0";"1,9";"1,9";"61,4";"61,5";"25,6";"25,6";"832,9";"825,2";"1,1";"1,1";"36,8";"36,9"
"08126";"Hohenlohekreis";"Landkreis";"13,2";"13,3";"1.080,8";"1.077,1";"0,6";"0,6";"42,9";"43,0";"87,5";"87,4";"6.138,7";"6.091,4";"56,8";"56,6";"2,5";"2,5";"175,5";"175,8";"28,2";"28,2";"1.978,4";"1.967,2";"1,1";"1,1";"74,9";"75,0"
"08127";"Schwäbisch Hall";"Landkreis";"11,8";"11,9";"1.103,3";"1.101,7";"0,5";"0,5";"39,8";"40,2";"88,8";"88,7";"6.829,7";"6.779,4";"54,9";"54,8";"1,7";"1,7";"133,2";"133,7";"31,7";"31,7";"2.438,3";"2.425,0";"0,9";"0,9";"71,2";"71,3"
"08128";"Main-Tauber-Kreis";"Landkreis";"10,9";"11,0";"929,4";"925,5";"0,5";"0,5";"52,2";"52,5";"89,7";"89,6";"8.840,2";"8.842,3";"57,7";"57,6";"2,1";"2,2";"211,9";"212,3";"29,6";"29,6";"2.919,5";"2.920,6";"0,8";"0,8";"80,6";"80,7"
"08135";"Heidenheim";"Landkreis";"12,7";"12,8";"1.655,9";"1.650,7";"0,9";"0,9";"42,1";"42,3";"88,3";"88,2";"4.211,7";"4.191,6";"42,5";"42,3";"1,7";"1,7";"80,2";"80,5";"43,0";"43,0";"2.051,5";"2.044,3";"0,4";"0,4";"19,4";"19,5"
"08136";"Ostalbkreis";"Landkreis";"13,0";"13,1";"1.582,9";"1.578,4";"0,8";"0,8";"37,9";"38,0";"87,8";"87,8";"4.260,1";"4.245,5";"46,6";"46,5";"1,6";"1,6";"77,9";"77,7";"39,3";"39,3";"1.905,1";"1.900,2";"0,8";"0,8";"37,5";"37,4"
"08211";"Baden-Baden, Stadt";"krsfr. Stadt";"14,8";"14,8";"2.618,5";"2.635,7";"1,7";"1,7";"44,7";"44,4";"87,1";"87,1";"2.248,3";"2.231,3";"22,2";"22,2";"1,9";"1,9";"49,5";"49,3";"61,6";"61,6";"1.589,7";"1.577,7";"1,0";"1,0";"25,0";"24,9"
"08212";"Karlsruhe, Stadt";"krsfr. Stadt";"46,6";"46,7";"3.834,2";"3.853,7";"6,8";"6,9";"38,2";"38,1";"60,7";"60,7";"339,5";"337,2";"22,6";"22,6";"4,4";"4,4";"24,5";"24,4";"26,1";"26,1";"146,0";"144,9";"4,0";"4,1";"22,6";"22,5"
"08215";"Karlsruhe";"Landkreis";"18,1";"18,2";"2.236,1";"2.239,9";"1,5";"1,5";"35,8";"35,8";"83,4";"83,4";"2.056,7";"2.044,4";"44,6";"44,5";"3,3";"3,3";"80,9";"80,7";"33,9";"33,9";"836,5";"832,3";"2,2";"2,2";"54,3";"54,1"
"08216";"Rastatt";"Landkreis";"14,3";"14,4";"2.173,0";"2.168,8";"1,0";"1,0";"32,4";"32,3";"86,8";"86,7";"2.801,2";"2.781,9";"30,6";"30,5";"4,4";"4,4";"141,2";"140,4";"50,8";"50,8";"1.638,2";"1.628,8";"3,0";"3,0";"97,0";"96,4"
"08221";"Heidelberg, Stadt";"krsfr. Stadt";"30,4";"30,4";"4.832,7";"4.847,6";"2,6";"2,6";"17,4";"17,4";"72,7";"72,7";"495,0";"492,6";"26,3";"26,2";"2,9";"2,9";"19,8";"19,8";"40,6";"40,6";"276,8";"275,5";"2,3";"2,3";"15,8";"15,8"
"08222";"Mannheim, Stadt";"krsfr. Stadt";"58,1";"58,2";"3.615,4";"3.653,1";"7,3";"7,3";"34,7";"34,4";"49,6";"49,6";"236,0";"233,5";"23,8";"23,8";"4,3";"4,3";"20,6";"20,4";"12,5";"12,5";"59,4";"58,8";"5,3";"5,3";"25,1";"24,8"
"08225";"Neckar-Odenwald-Kreis";"Landkreis";"10,7";"10,8";"1.186,0";"1.176,3";"0,7";"0,7";"56,8";"57,3";"90,1";"90,0";"7.077,2";"7.065,2";"45,9";"45,7";"1,7";"1,8";"135,1";"138,4";"42,1";"42,2";"3.310,6";"3.312,7";"0,7";"0,7";"53,0";"53,6"
"08226";"Rhein-Neckar-Kreis";"Landkreis";"19,8";"19,9";"2.590,9";"2.592,2";"1,7";"1,7";"32,6";"32,5";"82,0";"82,0";"1.599,7";"1.591,5";"41,8";"41,8";"2,5";"2,6";"49,7";"49,6";"35,7";"35,7";"696,7";"693,8";"1,6";"1,6";"30,5";"30,4"
"08231";"Pforzheim, Stadt";"Landkreis";"31,2";"31,2";"4.041,0";"4.065,7";"2,8";"2,8";"22,5";"22,3";"72,2";"72,2";"573,7";"569,9";"16,7";"16,7";"1,1";"1,1";"8,6";"8,4";"51,2";"51,3";"406,9";"404,5";"0,7";"0,7";"5,9";"5,9"
"08235";"Calw";"Landkreis";"11,3";"11,4";"1.731,3";"1.739,1";"0,8";"0,8";"40,1";"39,9";"89,6";"89,5";"4.578,8";"4.533,7";"25,8";"25,7";"1,4";"1,4";"73,9";"73,4";"61,8";"61,8";"3.158,4";"3.128,6";"0,4";"0,4";"20,8";"20,6"
"08236";"Enzkreis";"Landkreis";"16,2";"16,3";"2.123,0";"2.124,8";"1,0";"1,0";"28,8";"28,8";"84,9";"84,9";"2.469,6";"2.453,6";"44,1";"44,0";"1,5";"1,5";"44,6";"44,5";"38,3";"38,3";"1.112,8";"1.107,0";"0,6";"0,6";"16,6";"16,5"
"08237";"Freudenstadt";"Landkreis";"9,7";"9,8";"1.376,4";"1.380,7";"0,6";"0,6";"42,0";"42,1";"90,9";"90,9";"6.778,6";"6.732,4";"26,1";"26,1";"1,8";"1,8";"136,4";"135,5";"62,7";"62,7";"4.680,0";"4.649,7";"0,6";"0,6";"44,6";"44,3"
"08311";"Freiburg im Breisgau, Stadt";"krsfr. Stadt";"32,0";"32,2";"4.644,7";"4.662,7";"4,0";"4,1";"27,1";"27,5";"72,4";"72,3";"486,7";"481,9";"23,4";"23,1";"2,1";"2,2";"14,0";"14,4";"42,9";"42,9";"288,3";"286,2";"1,3";"1,3";"8,9";"8,8"
"08315";"Breisgau-Hochschwarzwald";"Landkreis";"10,5";"10,6";"1.796,3";"1.796,3";"0,7";"0,7";"36,8";"36,7";"90,2";"90,2";"4.775,7";"4.735,4";"39,5";"39,4";"2,8";"2,8";"146,2";"146,3";"47,6";"47,6";"2.520,4";"2.502,2";"1,5";"1,5";"78,3";"77,9"
"08316";"Emmendingen";"Landkreis";"11,2";"11,3";"2.143,2";"2.152,5";"0,9";"0,9";"36,1";"35,8";"89,7";"89,7";"3.736,6";"3.701,4";"40,3";"40,2";"2,9";"2,9";"120,7";"120,0";"45,8";"45,8";"1.907,3";"1.890,7";"1,4";"1,4";"60,0";"59,6"
"08317";"Ortenaukreis";"Landkreis";"11,9";"11,9";"1.919,3";"1.916,2";"0,6";"0,6";"27,2";"27,9";"88,8";"88,8";"3.903,7";"3.876,9";"37,8";"37,7";"3,0";"3,0";"131,7";"131,6";"47,3";"47,3";"2.079,0";"2.066,5";"2,0";"2,0";"88,2";"88,4"
"08325";"Rottweil";"Landkreis";"13,0";"13,1";"1.384,8";"1.381,9";"0,5";"0,5";"29,9";"30,3";"87,6";"87,6";"4.874,0";"4.851,7";"42,6";"42,5";"1,7";"1,7";"95,3";"95,0";"42,9";"42,9";"2.387,7";"2.378,5";"0,6";"0,6";"33,1";"33,0"
"08326";"Schwarzwald-Baar-Kreis";"Landkreis";"11,6";"11,7";"1.762,9";"1.767,6";"1,0";"1,0";"49,3";"49,0";"89,5";"89,4";"4.366,8";"4.342,0";"41,3";"41,2";"1,5";"1,5";"72,0";"71,8";"45,8";"45,8";"2.235,4";"2.223,4";"0,7";"0,7";"32,2";"32,1"
"08327";"Tuttlingen";"Landkreis";"11,8";"11,9";"1.590,5";"1.597,7";"0,6";"0,6";"31,6";"31,6";"88,8";"88,8";"4.723,3";"4.677,3";"37,0";"36,9";"1,4";"1,4";"72,1";"71,6";"50,0";"50,0";"2.660,2";"2.635,5";"0,5";"0,5";"25,6";"25,3"
"08335";"Konstanz";"Landkreis";"15,6";"15,8";"2.204,4";"2.204,2";"1,5";"1,5";"42,9";"42,7";"85,9";"85,8";"2.491,4";"2.472,5";"49,0";"48,9";"2,3";"2,3";"67,4";"67,6";"33,4";"33,5";"969,6";"964,2";"1,2";"1,2";"33,8";"34,0"
"08336";"Lörrach";"Landkreis";"12,9";"12,9";"2.194,3";"2.194,9";"1,1";"1,1";"37,8";"38,1";"88,3";"88,3";"3.130,2";"3.118,7";"34,0";"34,0";"2,6";"2,7";"93,6";"93,9";"51,6";"51,6";"1.829,1";"1.823,5";"1,1";"1,1";"40,5";"40,5"
"08337";"Waldshut";"Landkreis";"10,3";"10,3";"1.448,5";"1.454,4";"0,7";"0,7";"46,0";"45,7";"90,4";"90,4";"6.058,6";"6.008,2";"38,8";"38,7";"2,5";"2,5";"168,3";"167,6";"49,3";"49,3";"3.303,8";"3.276,5";"1,3";"1,3";"86,5";"86,0"
"08415";"Reutlingen";"Landkreis";"13,2";"13,3";"1.963,5";"1.963,8";"1,1";"1,1";"43,0";"43,1";"88,0";"87,9";"3.382,5";"3.360,1";"47,5";"47,3";"2,2";"2,2";"83,2";"83,3";"37,9";"38,0";"1.456,0";"1.451,0";"0,2";"0,2";"9,6";"9,6"
"08416";"Tübingen";"Landkreis";"18,1";"18,2";"2.395,6";"2.394,0";"1,4";"1,4";"32,9";"32,7";"83,5";"83,4";"1.929,7";"1.917,7";"45,7";"45,5";"2,0";"2,0";"45,3";"45,4";"34,7";"34,7";"801,2";"797,5";"0,9";"0,9";"21,1";"21,0"
"08417";"Zollernalbkreis";"Landkreis";"13,5";"13,6";"1.508,6";"1.504,9";"0,7";"0,7";"32,6";"34,5";"87,2";"87,2";"4.270,2";"4.250,5";"44,4";"44,3";"1,5";"1,6";"74,8";"76,0";"40,7";"40,8";"1.994,7";"1.989,2";"0,4";"0,4";"20,3";"20,2"
"08421";"Ulm, Stadt";"krsfr. Stadt";"32,9";"33,0";"3.174,2";"3.204,8";"2,9";"2,9";"27,9";"27,6";"70,3";"70,2";"673,2";"663,3";"45,2";"45,1";"2,6";"2,6";"25,2";"24,7";"19,3";"19,3";"184,8";"182,4";"1,5";"1,5";"14,3";"14,0"
"08425";"Alb-Donau-Kreis";"Landkreis";"11,6";"11,7";"1.225,5";"1.228,8";"0,7";"0,7";"47,8";"47,7";"89,1";"89,1";"6.262,5";"6.217,3";"56,9";"56,9";"1,8";"1,8";"127,6";"127,2";"29,7";"29,7";"2.084,7";"2.071,5";"0,8";"0,8";"56,2";"55,8"
"08426";"Biberach";"Landkreis";"11,8";"11,8";"1.180,7";"1.187,4";"0,6";"0,6";"41,1";"40,9";"88,8";"88,8";"6.382,1";"6.312,1";"57,9";"57,9";"2,0";"2,0";"142,6";"141,4";"28,5";"28,5";"2.048,8";"2.027,9";"1,1";"1,1";"78,0";"77,2"
"08435";"Bodenseekreis";"Landkreis";"14,9";"15,0";"2.145,7";"2.152,1";"1,1";"1,1";"35,2";"35,3";"86,3";"86,2";"2.692,0";"2.670,4";"55,4";"55,3";"1,7";"1,7";"54,3";"54,1";"28,0";"28,0";"874,9";"868,7";"1,1";"1,1";"33,1";"32,8"
"08436";"Ravensburg";"Landkreis";"10,7";"10,9";"1.614,9";"1.599,1";"0,7";"0,8";"40,0";"45,3";"90,1";"90,0";"5.219,2";"5.185,0";"57,7";"57,6";"3,5";"3,5";"204,0";"203,5";"28,8";"28,7";"1.666,8";"1.652,4";"1,3";"1,3";"77,5";"77,2"
"08437";"Sigmaringen";"Landkreis";"10,0";"10,1";"1.083,5";"1.074,7";"0,5";"0,5";"46,6";"47,0";"90,6";"90,5";"8.370,8";"8.369,7";"49,4";"49,3";"1,9";"1,9";"173,6";"174,1";"38,8";"38,8";"3.588,0";"3.590,8";"0,9";"0,9";"86,2";"86,3"
"09161";"Ingolstadt, Stadt";"krsfr. Stadt";"36,7";"37,0";"2.727,9";"2.743,3";"4,0";"4,1";"40,4";"40,2";"67,6";"67,4";"674,7";"664,7";"40,2";"40,0";"9,9";"9,8";"99,1";"96,9";"15,5";"15,5";"154,7";"153,2";"3,9";"3,9";"38,9";"38,7"
"09162";"München, Stadt";"krsfr. Stadt";"74,1";"74,5";"6.361,5";"6.287,1";"12,2";"12,2";"25,9";"26,1";"39,5";"39,0";"83,8";"83,3";"14,0";"13,9";"7,0";"6,7";"14,9";"14,2";"6,8";"6,9";"14,4";"14,6";"1,4";"1,4";"2,9";"2,9"
"09163";"Rosenheim, Stadt";"krsfr. Stadt";"41,1";"41,5";"4.093,5";"4.088,1";"2,4";"2,4";"14,0";"14,0";"61,5";"61,2";"365,2";"361,1";"36,2";"36,2";"8,1";"8,0";"48,3";"46,9";"17,2";"17,2";"102,3";"101,5";"3,1";"3,1";"18,7";"18,5"
"09171";"Altötting";"Landkreis";"13,1";"13,2";"1.463,3";"1.467,5";"0,6";"0,6";"31,1";"30,8";"87,5";"87,4";"4.552,3";"4.510,7";"53,9";"53,9";"3,9";"3,9";"200,3";"199,9";"29,5";"29,5";"1.536,3";"1.521,1";"1,9";"1,9";"99,9";"99,1"
"09172";"Berchtesgadener Land";"Landkreis";"7,0";"7,1";"1.767,6";"1.772,7";"0,4";"0,4";"31,8";"31,7";"93,4";"93,4";"7.506,5";"7.464,4";"22,3";"22,3";"21,6";"21,7";"1.739,5";"1.731,7";"53,0";"53,0";"4.262,0";"4.237,7";"1,8";"1,8";"147,2";"146,5"
"09173";"Bad Tölz-Wolfratshausen";"Landkreis";"6,6";"6,7";"1.705,4";"1.705,4";"0,5";"0,5";"44,6";"44,6";"93,9";"93,9";"8.299,2";"8.235,9";"28,4";"28,4";"11,2";"11,3";"992,2";"992,6";"55,5";"55,5";"4.905,5";"4.866,2";"3,8";"3,8";"333,0";"329,5"
"09174";"Dachau";"Landkreis";"13,5";"13,5";"1.933,1";"1.951,0";"1,2";"1,3";"47,9";"47,5";"87,9";"87,8";"3.373,9";"3.331,3";"65,4";"65,4";"4,4";"4,4";"168,7";"165,9";"17,8";"17,9";"685,3";"677,3";"0,9";"0,9";"36,1";"35,7"
"09175";"Ebersberg";"Landkreis";"12,5";"12,5";"2.025,6";"2.044,1";"1,3";"1,3";"49,6";"49,2";"88,8";"88,8";"3.510,5";"3.464,4";"47,9";"47,9";"2,9";"2,9";"115,4";"112,6";"37,4";"37,4";"1.476,8";"1.459,5";"0,9";"0,9";"36,2";"35,8"
"09176";"Eichstätt";"Landkreis";"9,7";"9,8";"1.111,1";"1.103,3";"0,4";"0,4";"39,5";"39,3";"90,8";"90,6";"8.422,4";"8.356,7";"46,1";"45,9";"4,0";"3,9";"367,6";"362,2";"40,8";"40,8";"3.785,9";"3.762,1";"0,7";"0,7";"66,4";"66,8"
"09177";"Erding";"Landkreis";"12,2";"12,3";"1.275,7";"1.283,2";"0,7";"0,7";"44,2";"44,2";"88,5";"88,5";"5.692,8";"5.629,0";"69,8";"69,8";"4,4";"4,4";"281,7";"276,9";"14,5";"14,6";"934,6";"925,8";"1,3";"1,3";"81,4";"80,6"
"09178";"Freising";"Landkreis";"13,6";"13,7";"1.611,4";"1.627,6";"0,8";"0,8";"34,8";"35,2";"87,2";"87,2";"3.966,4";"3.917,0";"63,2";"63,1";"4,0";"4,0";"180,9";"179,0";"19,7";"19,7";"894,5";"884,3";"1,7";"1,8";"79,6";"79,2"
"09179";"Fürstenfeldbruck";"Landkreis";"18,6";"18,6";"2.685,9";"2.687,3";"1,7";"1,7";"33,8";"33,7";"83,3";"83,2";"1.669,6";"1.660,7";"55,7";"55,6";"4,0";"3,9";"80,0";"77,9";"22,4";"22,5";"449,9";"448,4";"0,8";"0,9";"17,0";"17,1"
"09180";"Garmisch-Partenkirchen";"Landkreis";"5,3";"5,3";"1.644,1";"1.647,4";"0,4";"0,4";"44,9";"44,7";"95,1";"95,1";"10.958,2";"10.922,8";"19,3";"19,3";"24,8";"24,8";"2.860,7";"2.849,9";"53,6";"53,6";"6.173,5";"6.155,0";"2,4";"2,4";"278,6";"277,7"
"09181";"Landsberg am Lech";"Landkreis";"11,1";"11,1";"1.335,6";"1.330,0";"0,6";"0,6";"37,4";"37,9";"89,6";"89,5";"6.067,0";"6.040,7";"49,8";"49,9";"10,1";"9,9";"682,1";"669,5";"29,8";"29,8";"2.021,9";"2.014,1";"7,6";"7,6";"515,7";"514,1"
"09182";"Miesbach";"Landkreis";"7,4";"7,4";"1.538,9";"1.540,0";"0,5";"0,5";"44,2";"43,8";"93,1";"93,1";"8.162,1";"8.130,0";"31,2";"31,2";"7,9";"7,9";"690,2";"690,8";"54,8";"54,8";"4.806,2";"4.789,5";"2,2";"2,2";"188,6";"188,3"
"09183";"Mühldorf a.Inn";"Landkreis";"10,7";"10,8";"1.315,0";"1.322,2";"0,4";"0,4";"26,1";"26,3";"89,7";"89,7";"6.381,6";"6.307,5";"63,9";"63,9";"2,9";"2,9";"204,6";"200,5";"22,9";"22,8";"1.626,9";"1.606,9";"1,3";"1,3";"89,5";"88,6"
"09184";"München";"Landkreis";"20,4";"20,6";"2.532,3";"2.536,7";"2,1";"2,1";"40,4";"40,7";"81,8";"81,7";"1.583,1";"1.567,0";"30,7";"30,6";"4,9";"4,9";"95,5";"94,0";"45,0";"44,9";"869,5";"861,2";"1,6";"1,7";"31,8";"32,2"
"09185";"Neuburg-Schrobenhausen";"Landkreis";"11,8";"11,8";"1.100,6";"1.100,0";"0,6";"0,6";"43,2";"43,8";"88,8";"88,8";"6.863,3";"6.830,6";"60,5";"60,3";"4,8";"5,0";"373,3";"381,8";"23,6";"23,7";"1.824,7";"1.824,3";"1,8";"1,8";"137,1";"139,4"
