Kennziffer;Raumeinheit;Aggregat;Zentralörtlicher Status;Zentralörtlicher Status (zusammengefasst);Zentralörtlicher Status (differenziert);Stadt-/Gemeindetyp;Raumtyp nach Lage;Bevölkerung;Fläche;Einwohnerdichte;Anteil Siedlungs- und Verkehrsfläche;Siedlungsdichte
"01060065";"Oering";"Gemeinde";"0";"0";"0";"40";"2";"1.322";"9,00";"145,0";"11,0";"1.308,0"
"01060066";"Oersdorf";"Gemeinde";"0";"0";"0";"50";"2";"856";"6,00";"128,0";"11,0";"1.156,0"
"01060067";"Pronstorf";"Gemeinde";"0";"0";"0";"50";"2";"1.633";"36,00";"44,0";"5,0";"756,0"
"01060068";"Rickling";"Gemeinde";"0";"0";"0";"40";"2";"3.117";"38,00";"80,0";"10,0";"779,0"
"01060069";"Rohlstorf";"Gemeinde";"0";"0";"0";"50";"3";"1.267";"19,00";"64,0";"6,0";"1.055,0"
"01060070";"Schackendorf";"Gemeinde";"0";"0";"0";"50";"2";"861";"7,00";"109,0";"15,0";"711,0"
"01060071";"Schieren";"Gemeinde";"0";"0";"0";"50";"2";"268";"6,00";"42,0";"6,0";"670,0"
"01060072";"Schmalensee";"Gemeinde";"0";"0";"0";"40";"2";"469";"8,00";"54,0";"9,0";"565,0"
"01060073";"Schmalfeld";"Gemeinde";"0";"0";"0";"50";"2";"1.931";"19,00";"99,0";"10,0";"915,0"
"01060074";"Schwissel";"Gemeinde";"0";"0";"0";"50";"2";"265";"4,00";"59,0";"21,0";"278,0"
"01060075";"Seedorf";"Gemeinde";"0";"0";"0";"50";"3";"2.187";"48,00";"44,0";"5,0";"767,0"
"01060076";"Seth";"Gemeinde";"0";"0";"0";"40";"2";"2.000";"10,00";"189,0";"12,0";"1.481,0"
"01060077";"Sievershütten";"Gemeinde";"0";"0";"0";"50";"2";"1.144";"7,00";"161,0";"12,0";"1.330,0"
"01060079";"Stipsdorf";"Gemeinde";"0";"0";"0";"50";"2";"231";"3,00";"65,0";"7,0";"855,0"
"01060080";"Stocksee";"Gemeinde";"0";"0";"0";"40";"2";"398";"11,00";"34,0";"26,0";"131,0"
"01060081";"Strukdorf";"Gemeinde";"0";"0";"0";"50";"2";"257";"7,00";"35,0";"8,0";"407,0"
"01060082";"Struvenhütten";"Gemeinde";"0";"0";"0";"50";"2";"981";"12,00";"76,0";"10,0";"760,0"
"01060084";"Stuvenborn";"Gemeinde";"0";"0";"0";"50";"2";"851";"7,00";"106,0";"9,0";"1.134,0"
"01060085";"Sülfeld";"Gemeinde";"0";"0";"0";"40";"2";"3.213";"26,00";"123,0";"15,0";"781,0"
"01060086";"Tarbek";"Gemeinde";"0";"0";"0";"40";"2";"148";"10,00";"14,0";"22,0";"64,0"
"01060087";"Tensfeld";"Gemeinde";"0";"0";"0";"40";"2";"692";"7,00";"90,0";"44,0";"201,0"
"01060088";"Todesfelde";"Gemeinde";"0";"0";"0";"50";"2";"1.072";"17,00";"62,0";"6,0";"900,0"
"01060089";"Trappenkamp";"Gemeinde";"1";"3";"51";"40";"2";"5.194";"3,00";"1.505,0";"68,0";"2.200,0"
"01060090";"Travenhorst";"Gemeinde";"0";"0";"0";"50";"3";"204";"8,00";"23,0";"5,0";"453,0"
"01060091";"Traventhal";"Gemeinde";"0";"0";"0";"50";"2";"500";"5,00";"93,0";"8,0";"1.086,0"
"01060092";"Wahlstedt, Stadt";"Gemeinde";"1";"2";"31";"40";"2";"9.490";"15,00";"602,0";"32,0";"1.846,0"
"01060093";"Wakendorf I";"Gemeinde";"0";"0";"0";"50";"2";"464";"5,00";"86,0";"8,0";"987,0"
"01060094";"Wakendorf II";"Gemeinde";"0";"0";"0";"50";"2";"1.365";"12,00";"106,0";"9,0";"1.109,0"
"01060095";"Weddelbrook";"Gemeinde";"0";"0";"0";"50";"2";"1.041";"14,00";"74,0";"9,0";"759,0"
"01060096";"Weede";"Gemeinde";"0";"0";"0";"50";"2";"1.021";"16,00";"62,0";"9,0";"626,0"
"01060097";"Wensin";"Gemeinde";"0";"0";"0";"50";"3";"831";"20,00";"41,0";"7,0";"516,0"
"01060098";"Westerrade";"Gemeinde";"0";"0";"0";"50";"2";"460";"5,00";"81,0";"8,0";"938,0"
"01060099";"Wiemersdorf";"Gemeinde";"0";"0";"0";"50";"2";"1.655";"17,00";"94,0";"10,0";"909,0"
"01060100";"Winsen";"Gemeinde";"0";"0";"0";"50";"2";"396";"4,00";"97,0";"12,0";"761,0"
"01060101";"Wittenborn";"Gemeinde";"0";"0";"0";"50";"2";"953";"6,00";"153,0";"26,0";"584,0"
"01061001";"Aasbüttel";"Gemeinde";"0";"0";"0";"50";"3";"145";"4,00";"32,0";"6,0";"517,0"
"01061002";"Aebtissinwisch";"Gemeinde";"0";"0";"0";"50";"3";"53";"3,00";"17,0";"6,0";"265,0"
"01061003";"Agethorst";"Gemeinde";"0";"0";"0";"50";"3";"196";"6,00";"32,0";"8,0";"376,0"
"01061004";"Altenmoor";"Gemeinde";"0";"0";"0";"40";"2";"230";"6,00";"37,0";"7,0";"522,0"
"01061005";"Auufer";"Gemeinde";"0";"0";"0";"50";"2";"136";"5,00";"26,0";"5,0";"485,0"
"01061006";"Bahrenfleth";"Gemeinde";"0";"0";"0";"50";"2";"556";"14,00";"37,0";"6,0";"585,0"
"01061007";"Beidenfleth";"Gemeinde";"0";"0";"0";"50";"3";"846";"13,00";"62,0";"7,0";"837,0"
"01061008";"Bekdorf";"Gemeinde";"0";"0";"0";"50";"3";"101";"1,00";"59,0";"9,0";"631,0"
"01061010";"Bekmünde";"Gemeinde";"0";"0";"0";"50";"3";"150";"2,00";"51,0";"10,0";"500,0"
"01061011";"Besdorf";"Gemeinde";"0";"0";"0";"50";"3";"237";"7,00";"32,0";"10,0";"307,0"
"01061012";"Blomesche Wildnis";"Gemeinde";"0";"0";"0";"40";"3";"662";"6,00";"95,0";"9,0";"959,0"
"01061013";"Bokelrehm";"Gemeinde";"0";"0";"0";"50";"3";"147";"2,00";"54,0";"9,0";"565,0"
"01061014";"Bokhorst";"Gemeinde";"0";"0";"0";"50";"3";"141";"5,00";"24,0";"6,0";"361,0"
"01061015";"Borsfleth";"Gemeinde";"0";"0";"0";"40";"3";"730";"15,00";"48,0";"6,0";"730,0"
"01061016";"Breitenberg";"Gemeinde";"0";"0";"0";"50";"2";"342";"2,00";"117,0";"11,0";"1.036,0"
"01061017";"Breitenburg";"Gemeinde";"0";"0";"0";"50";"2";"1.191";"10,00";"113,0";"30,0";"372,0"
"01061018";"Brokdorf";"Gemeinde";"0";"0";"0";"50";"3";"981";"19,00";"49,0";"7,0";"658,0"
"01061019";"Brokstedt";"Gemeinde";"0";"0";"0";"40";"2";"2.027";"12,00";"160,0";"13,0";"1.164,0"
"01061020";"Büttel";"Gemeinde";"0";"0";"0";"50";"3";"48";"11,00";"4,0";"21,0";"20,0"
"01061021";"Christinenthal";"Gemeinde";"0";"0";"0";"50";"3";"67";"3,00";"19,0";"7,0";"257,0"
"01061022";"Dägeling";"Gemeinde";"0";"0";"0";"50";"2";"1.043";"7,00";"138,0";"20,0";"660,0"
"01061023";"Dammfleth";"Gemeinde";"0";"0";"0";"50";"3";"287";"16,00";"17,0";"6,0";"268,0"
"01061024";"Drage";"Gemeinde";"0";"0";"0";"50";"3";"241";"13,00";"17,0";"4,0";"408,0"
"01061025";"Ecklak";"Gemeinde";"0";"0";"0";"50";"3";"304";"15,00";"19,0";"9,0";"211,0"
"01061026";"Elskop";"Gemeinde";"0";"0";"0";"50";"2";"151";"7,00";"20,0";"4,0";"503,0"
"01061027";"Engelbrechtsche Wildnis";"Gemeinde";"0";"0";"0";"40";"3";"875";"5,00";"170,0";"15,0";"1.136,0"
"01061028";"Fitzbek";"Gemeinde";"0";"0";"0";"40";"2";"411";"10,00";"40,0";"6,0";"662,0"
"01061029";"Glückstadt, Stadt";"Gemeinde";"1";"3";"50";"30";"3";"11.143";"22,00";"489,0";"22,0";"2.159,0"
"01061030";"Grevenkop";"Gemeinde";"0";"0";"0";"50";"2";"315";"9,00";"32,0";"5,0";"552,0"
"01061031";"Gribbohm";"Gemeinde";"0";"0";"0";"50";"3";"446";"13,00";"33,0";"7,0";"455,0"
"01061033";"Hadenfeld";"Gemeinde";"0";"0";"0";"50";"3";"144";"2,00";"61,0";"8,0";"685,0"
"01061034";"Heiligenstedten";"Gemeinde";"0";"0";"0";"50";"3";"1.538";"8,00";"171,0";"17,0";"973,0"
"01061035";"Heiligenstedtenerkamp";"Gemeinde";"0";"0";"0";"50";"3";"731";"0,00";"860,0";"42,0";"2.030,0"
"01061036";"Hennstedt";"Gemeinde";"0";"0";"0";"40";"2";"607";"10,00";"58,0";"8,0";"659,0"
"01061037";"Herzhorn";"Gemeinde";"0";"0";"0";"40";"3";"1.111";"12,00";"89,0";"8,0";"1.078,0"
"01061038";"Hingstheide";"Gemeinde";"0";"0";"0";"40";"2";"80";"3,00";"20,0";"5,0";"363,0"
"01061039";"Hodorf";"Gemeinde";"0";"0";"0";"50";"3";"209";"7,00";"27,0";"4,0";"580,0"
"01061040";"Hohenaspe";"Gemeinde";"0";"0";"0";"50";"3";"1.963";"14,00";"139,0";"11,0";"1.175,0"
"01061041";"Hohenfelde";"Gemeinde";"0";"0";"0";"40";"2";"894";"17,00";"49,0";"9,0";"505,0"
"01061042";"Hohenlockstedt";"Gemeinde";"1";"3";"70";"40";"3";"6.160";"45,00";"135,0";"14,0";"941,0"
"01061043";"Holstenniendorf";"Gemeinde";"0";"0";"0";"50";"3";"405";"12,00";"33,0";"7,0";"421,0"
"01061044";"Horst (Holstein)";"Gemeinde";"1";"3";"70";"40";"2";"5.659";"29,00";"194,0";"16,0";"1.211,0"
"01061045";"Huje";"Gemeinde";"0";"0";"0";"50";"3";"269";"5,00";"48,0";"6,0";"707,0"
"01061046";"Itzehoe, Stadt";"Gemeinde";"1";"2";"30";"20";"2";"31.848";"28,00";"1.136,0";"50,0";"2.245,0"
"01061047";"Kaaks";"Gemeinde";"0";"0";"0";"50";"3";"437";"8,00";"51,0";"12,0";"416,0"
"01061048";"Kaisborstel";"Gemeinde";"0";"0";"0";"50";"3";"78";"2,00";"26,0";"10,0";"251,0"
"01061049";"Kellinghusen, Stadt";"Gemeinde";"1";"3";"50";"40";"3";"8.059";"18,00";"428,0";"24,0";"1.733,0"
"01061050";"Kiebitzreihe";"Gemeinde";"0";"0";"0";"40";"2";"2.169";"8,00";"249,0";"16,0";"1.527,0"
"01061052";"Kleve";"Gemeinde";"0";"0";"0";"50";"3";"555";"5,00";"99,0";"11,0";"840,0"
"01061053";"Kollmoor";"Gemeinde";"0";"0";"0";"50";"2";"32";"3,00";"9,0";"3,0";"266,0"
"01061054";"Krempdorf";"Gemeinde";"0";"0";"0";"40";"3";"224";"5,00";"39,0";"7,0";"546,0"
"01061055";"Krempe, Stadt";"Gemeinde";"1";"3";"70";"50";"2";"2.384";"3,00";"703,0";"32,0";"2.187,0"
"01061056";"Kremperheide";"Gemeinde";"0";"0";"0";"50";"2";"2.338";"3,00";"587,0";"37,0";"1.569,0"
"01061057";"Krempermoor";"Gemeinde";"0";"0";"0";"50";"2";"560";"1,00";"361,0";"23,0";"1.555,0"
"01061058";"Kronsmoor";"Gemeinde";"0";"0";"0";"50";"2";"172";"6,00";"28,0";"24,0";"116,0"
"01061059";"Krummendiek";"Gemeinde";"0";"0";"0";"50";"3";"91";"1,00";"51,0";"6,0";"827,0"
"01061060";"Kudensee";"Gemeinde";"0";"0";"0";"50";"3";"123";"3,00";"40,0";"7,0";"559,0"
"01061061";"Lägerdorf";"Gemeinde";"0";"0";"0";"50";"2";"2.706";"5,00";"454,0";"77,0";"589,0"
"01061062";"Landrecht";"Gemeinde";"0";"0";"0";"50";"3";"109";"4,00";"26,0";"7,0";"340,0"
"01061063";"Landscheide";"Gemeinde";"0";"0";"0";"50";"3";"265";"7,00";"35,0";"8,0";"401,0"
"01061064";"Lockstedt";"Gemeinde";"0";"0";"0";"40";"3";"144";"7,00";"19,0";"5,0";"334,0"
"01061065";"Lohbarbek";"Gemeinde";"0";"0";"0";"50";"3";"743";"6,00";"119,0";"11,0";"1.061,0"
"01061066";"Looft";"Gemeinde";"0";"0";"0";"50";"3";"394";"12,00";"31,0";"5,0";"625,0"
"01061067";"Mehlbek";"Gemeinde";"0";"0";"0";"50";"3";"439";"8,00";"49,0";"6,0";"783,0"
"01061068";"Moordiek";"Gemeinde";"0";"0";"0";"50";"2";"109";"6,00";"17,0";"3,0";"473,0"
"01061070";"Moorhusen";"Gemeinde";"0";"0";"0";"50";"3";"75";"4,00";"16,0";"4,0";"357,0"
"01061071";"Mühlenbarbek";"Gemeinde";"0";"0";"0";"40";"2";"296";"8,00";"34,0";"7,0";"448,0"
"01061072";"Münsterdorf";"Gemeinde";"0";"0";"0";"50";"2";"1.857";"5,00";"362,0";"26,0";"1.355,0"
"01061073";"Neuenbrook";"Gemeinde";"0";"0";"0";"50";"2";"718";"14,00";"50,0";"6,0";"718,0"
"01061074";"Neuendorf b. Elmshorn";"Gemeinde";"0";"0";"0";"40";"3";"852";"15,00";"53,0";"6,0";"887,0"
"01061076";"Nienbüttel";"Gemeinde";"0";"0";"0";"50";"3";"123";"4,00";"29,0";"7,0";"384,0"
"01061077";"Nortorf";"Gemeinde";"0";"0";"0";"50";"3";"870";"20,00";"43,0";"8,0";"537,0"
"01061078";"Nutteln";"Gemeinde";"0";"0";"0";"50";"3";"261";"6,00";"37,0";"7,0";"501,0"
"01061079";"Oelixdorf";"Gemeinde";"0";"0";"0";"50";"2";"1.550";"10,00";"147,0";"9,0";"1.504,0"
"01061080";"Oeschebüttel";"Gemeinde";"0";"0";"0";"40";"2";"174";"5,00";"31,0";"5,0";"543,0"
"01061081";"Oldenborstel";"Gemeinde";"0";"0";"0";"50";"3";"117";"4,00";"27,0";"7,0";"390,0"
"01061082";"Oldendorf";"Gemeinde";"0";"0";"0";"50";"3";"1.097";"10,00";"105,0";"9,0";"1.119,0"
"01061083";"Ottenbüttel";"Gemeinde";"0";"0";"0";"50";"3";"748";"10,00";"74,0";"12,0";"584,0"
"01061084";"Peissen";"Gemeinde";"0";"0";"0";"50";"3";"261";"10,00";"25,0";"11,0";"223,0"
"01061085";"Pöschendorf";"Gemeinde";"0";"0";"0";"50";"3";"264";"6,00";"43,0";"7,0";"550,0"
"01061086";"Poyenberg";"Gemeinde";"0";"0";"0";"40";"2";"406";"8,00";"46,0";"8,0";"527,0"
"01061087";"Puls";"Gemeinde";"0";"0";"0";"50";"3";"581";"10,00";"53,0";"7,0";"667,0"
"01061088";"Quarnstedt";"Gemeinde";"0";"0";"0";"40";"2";"431";"10,00";"40,0";"7,0";"519,0"
"01061089";"Rade";"Gemeinde";"0";"0";"0";"40";"2";"93";"3,00";"23,0";"5,0";"422,0"
"01061091";"Reher";"Gemeinde";"0";"0";"0";"50";"3";"730";"15,00";"47,0";"7,0";"623,0"
"01061092";"Rethwisch";"Gemeinde";"0";"0";"0";"50";"2";"570";"9,00";"57,0";"10,0";"558,0"
"01061093";"Rosdorf";"Gemeinde";"0";"0";"0";"40";"2";"375";"5,00";"66,0";"9,0";"721,0"
"01061095";"Sankt Margarethen";"Gemeinde";"0";"0";"0";"50";"3";"844";"12,00";"65,0";"7,0";"917,0"
"01061096";"Sarlhusen";"Gemeinde";"0";"0";"0";"40";"2";"450";"10,00";"41,0";"8,0";"468,0"
"01061097";"Schenefeld";"Gemeinde";"1";"3";"70";"50";"3";"2.576";"9,00";"278,0";"20,0";"1.384,0"
"01061098";"Schlotfeld";"Gemeinde";"0";"0";"0";"50";"3";"223";"4,00";"46,0";"11,0";"412,0"
"01061100";"Silzen";"Gemeinde";"0";"0";"0";"50";"3";"154";"6,00";"23,0";"10,0";"216,0"
"01061101";"Sommerland";"Gemeinde";"0";"0";"0";"40";"2";"759";"18,00";"40,0";"6,0";"622,0"
"01061102";"Stördorf";"Gemeinde";"0";"0";"0";"50";"3";"120";"7,00";"16,0";"7,0";"214,0"
"01061103";"Störkathen";"Gemeinde";"0";"0";"0";"40";"2";"92";"2,00";"45,0";"7,0";"613,0"
"01061104";"Süderau";"Gemeinde";"0";"0";"0";"50";"2";"744";"8,00";"83,0";"7,0";"1.162,0"
"01061105";"Vaale";"Gemeinde";"0";"0";"0";"50";"3";"1.202";"14,00";"80,0";"13,0";"607,0"
"01061106";"Vaalermoor";"Gemeinde";"0";"0";"0";"50";"3";"133";"6,00";"21,0";"5,0";"369,0"
"01061107";"Wacken";"Gemeinde";"1";"3";"70";"50";"3";"1.877";"7,00";"264,0";"20,0";"1.303,0"
"01061108";"Warringholz";"Gemeinde";"0";"0";"0";"50";"3";"304";"6,00";"48,0";"7,0";"646,0"
"01061109";"Westermoor";"Gemeinde";"0";"0";"0";"50";"2";"395";"9,00";"41,0";"4,0";"858,0"
"01061110";"Wewelsfleth";"Gemeinde";"0";"0";"0";"50";"3";"1.337";"24,00";"54,0";"6,0";"851,0"
"01061111";"Wiedenborstel";"Gemeinde";"0";"0";"0";"40";"2";"11";"4,00";"2,0";"3,0";"73,0"
"01061112";"Willenscharen";"Gemeinde";"0";"0";"0";"40";"2";"175";"7,00";"22,0";"5,0";"437,0"
"01061113";"Wilster, Stadt";"Gemeinde";"1";"3";"50";"50";"3";"4.383";"2,00";"1.617,0";"63,0";"2.563,0"
"01061114";"Winseldorf";"Gemeinde";"0";"0";"0";"50";"3";"327";"5,00";"58,0";"8,0";"726,0"
"01061115";"Wittenbergen";"Gemeinde";"0";"0";"0";"50";"2";"165";"4,00";"35,0";"6,0";"515,0"
"01061116";"Wrist";"Gemeinde";"0";"0";"0";"40";"2";"2.396";"10,00";"236,0";"16,0";"1.469,0"
"01061117";"Wulfsmoor";"Gemeinde";"0";"0";"0";"40";"2";"379";"8,00";"43,0";"8,0";"505,0"
"01061118";"Kollmar";"Gemeinde";"0";"0";"0";"40";"3";"1.705";"32,00";"51,0";"6,0";"865,0"
"01061119";"Neuendorf-Sachsenbande";"Gemeinde";"0";"0";"0";"50";"3";"462";"19,00";"23,0";"5,0";"440,0"
"01062001";"Ahrensburg, Stadt";"Gemeinde";"1";"2";"30";"20";"1";"33.305";"35,00";"943,0";"39,0";"2.397,0"
"01062003";"Badendorf";"Gemeinde";"0";"0";"0";"50";"2";"837";"6,00";"136,0";"13,0";"1.033,0"
"01062004";"Bad Oldesloe, Stadt";"Gemeinde";"1";"2";"30";"20";"2";"24.964";"52,00";"474,0";"21,0";"2.201,0"
"01062005";"Bargfeld-Stegen";"Gemeinde";"0";"0";"0";"50";"2";"2.972";"17,00";"166,0";"18,0";"897,0"
"01062006";"Bargteheide, Stadt";"Gemeinde";"1";"3";"50";"30";"2";"16.045";"15,00";"1.014,0";"40,0";"2.479,0"
"01062008";"Barnitz";"Gemeinde";"0";"0";"0";"50";"2";"841";"11,00";"71,0";"8,0";"841,0"
"01062009";"Barsbüttel";"Gemeinde";"1";"3";"70";"30";"1";"12.681";"24,00";"513,0";"31,0";"1.617,0"
"01062011";"Braak";"Gemeinde";"0";"0";"0";"50";"1";"990";"7,00";"131,0";"19,0";"692,0"
"01062014";"Delingsdorf";"Gemeinde";"0";"0";"0";"50";"2";"2.116";"8,00";"261,0";"13,0";"1.959,0"
"01062016";"Elmenhorst";"Gemeinde";"0";"0";"0";"50";"2";"2.716";"14,00";"181,0";"11,0";"1.588,0"
"01062018";"Glinde, Stadt";"Gemeinde";"1";"2";"31";"30";"1";"18.365";"11,00";"1.636,0";"58,0";"2.795,0"
"01062019";"Grabau";"Gemeinde";"0";"0";"0";"50";"1";"786";"9,00";"85,0";"9,0";"863,0"
"01062020";"Grande";"Gemeinde";"0";"0";"0";"40";"2";"695";"7,00";"88,0";"11,0";"739,0"
"01062021";"Grönwohld";"Gemeinde";"0";"0";"0";"40";"2";"1.464";"9,00";"149,0";"12,0";"1.180,0"
"01062022";"Großensee";"Gemeinde";"0";"0";"0";"40";"2";"1.781";"12,00";"147,0";"18,0";"774,0"
"01062023";"Großhansdorf";"Gemeinde";"1";"3";"70";"40";"1";"9.377";"11,00";"837,0";"37,0";"2.216,0"
"01062025";"Hamberge";"Gemeinde";"0";"0";"0";"50";"2";"1.616";"6,00";"239,0";"24,0";"973,0"
"01062026";"Hamfelde";"Gemeinde";"0";"0";"0";"40";"2";"504";"2,00";"185,0";"14,0";"1.292,0"
"01062027";"Hammoor";"Gemeinde";"0";"0";"0";"50";"2";"1.312";"7,00";"167,0";"13,0";"1.203,0"
"01062031";"Heidekamp";"Gemeinde";"0";"0";"0";"50";"2";"448";"3,00";"128,0";"7,0";"1.659,0"
"01062032";"Heilshoop";"Gemeinde";"0";"0";"0";"50";"2";"541";"8,00";"63,0";"7,0";"819,0"
"01062033";"Hohenfelde";"Gemeinde";"0";"0";"0";"40";"2";"50";"1,00";"30,0";"6,0";"454,0"
"01062035";"Hoisdorf";"Gemeinde";"0";"0";"0";"50";"1";"3.493";"16,00";"217,0";"16,0";"1.284,0"
"01062036";"Jersbek";"Gemeinde";"0";"0";"0";"50";"2";"1.707";"17,00";"95,0";"11,0";"816,0"
"01062039";"Klein Wesenberg";"Gemeinde";"0";"0";"0";"50";"2";"753";"8,00";"86,0";"8,0";"1.004,0"
"01062040";"Köthel";"Gemeinde";"0";"0";"0";"40";"2";"335";"3,00";"87,0";"7,0";"1.196,0"
"01062045";"Lütjensee";"Gemeinde";"0";"0";"0";"40";"2";"3.435";"14,00";"244,0";"17,0";"1.407,0"
"01062046";"Meddewade";"Gemeinde";"0";"0";"0";"50";"1";"917";"3,00";"295,0";"14,0";"2.084,0"
"01062048";"Mönkhagen";"Gemeinde";"0";"0";"0";"50";"2";"661";"7,00";"90,0";"13,0";"688,0"
"01062050";"Neritz";"Gemeinde";"0";"0";"0";"50";"1";"327";"4,00";"70,0";"9,0";"760,0"
"01062051";"Nienwohld";"Gemeinde";"0";"0";"0";"50";"2";"479";"9,00";"52,0";"6,0";"855,0"
"01062053";"Oststeinbek";"Gemeinde";"0";"0";"0";"40";"1";"8.902";"11,00";"782,0";"31,0";"2.500,0"
"01062056";"Pölitz";"Gemeinde";"0";"0";"0";"50";"1";"1.213";"12,00";"93,0";"8,0";"1.144,0"
"01062058";"Rausdorf";"Gemeinde";"0";"0";"0";"40";"2";"235";"4,00";"48,0";"8,0";"546,0"
"01062059";"Rehhorst";"Gemeinde";"0";"0";"0";"50";"2";"711";"16,00";"43,0";"5,0";"836,0"
"01062060";"Reinbek, Stadt";"Gemeinde";"1";"2";"31";"20";"1";"27.409";"31,00";"877,0";"37,0";"2.330,0"
"01062061";"Reinfeld (Holstein), Stadt";"Gemeinde";"1";"3";"50";"40";"2";"9.055";"17,00";"521,0";"24,0";"2.091,0"
"01062062";"Rethwisch";"Gemeinde";"0";"0";"0";"50";"1";"1.189";"13,00";"89,0";"8,0";"1.042,0"
"01062065";"Rümpel";"Gemeinde";"0";"0";"0";"50";"1";"1.267";"15,00";"79,0";"8,0";"938,0"
"01062069";"Siek";"Gemeinde";"0";"0";"0";"50";"1";"2.393";"12,00";"191,0";"17,0";"1.082,0"
"01062071";"Stapelfeld";"Gemeinde";"0";"0";"0";"50";"1";"1.776";"10,00";"175,0";"26,0";"670,0"
"01062076";"Tangstedt";"Gemeinde";"0";"0";"0";"40";"2";"6.482";"39,00";"162,0";"21,0";"745,0"
"01062078";"Todendorf";"Gemeinde";"0";"0";"0";"50";"2";"1.255";"12,00";"97,0";"9,0";"980,0"
"01062081";"Tremsbüttel";"Gemeinde";"0";"0";"0";"50";"2";"2.002";"10,00";"193,0";"14,0";"1.352,0"
"01062082";"Trittau";"Gemeinde";"1";"3";"50";"40";"2";"8.832";"28,00";"308,0";"18,0";"1.675,0"
"01062083";"Westerau";"Gemeinde";"0";"0";"0";"50";"2";"754";"15,00";"49,0";"6,0";"754,0"
"01062086";"Witzhave";"Gemeinde";"0";"0";"0";"40";"2";"1.576";"7,00";"200,0";"18,0";"1.109,0"
"01062087";"Zarpen";"Gemeinde";"0";"0";"0";"50";"2";"1.438";"11,00";"123,0";"8,0";"1.452,0"
"01062088";"Brunsbek";"Gemeinde";"0";"0";"0";"50";"1";"1.699";"14,00";"117,0";"10,0";"1.110,0"
"01062089";"Lasbek";"Gemeinde";"0";"0";"0";"50";"1";"1.262";"12,00";"101,0";"10,0";"963,0"
"01062090";"Ammersbek";"Gemeinde";"0";"0";"0";"40";"2";"9.745";"17,00";"550,0";"27,0";"1.984,0"
"01062091";"Steinburg";"Gemeinde";"0";"0";"0";"50";"1";"2.749";"23,00";"114,0";"9,0";"1.179,0"
"01062092";"Travenbrück";"Gemeinde";"0";"0";"0";"50";"1";"1.745";"26,00";"65,0";"8,0";"800,0"
"01062093";"Feldhorst";"Gemeinde";"0";"0";"0";"50";"2";"573";"15,00";"37,0";"5,0";"674,0"
"01062094";"Wesenberg";"Gemeinde";"0";"0";"0";"50";"2";"1.697";"11,00";"142,0";"15,0";"922,0"
"02000000";"Hamburg, Freie und Hansestadt";"Gemeinde";"1";"1";"10";"10";"1";"1.830.584";"755,00";"2.423,0";"59,0";"4.106,0"
"03101000";"Braunschweig, Stadt";"Gemeinde";"1";"1";"11";"10";"1";"248.023";"192,00";"1.287,0";"46,0";"2.748,0"
"03102000";"Salzgitter, Stadt";"Gemeinde";"1";"1";"11";"10";"2";"104.548";"224,00";"465,0";"28,0";"1.620,0"
"03103000";"Wolfsburg, Stadt";"Gemeinde";"1";"1";"11";"10";"2";"123.914";"204,00";"605,0";"31,0";"1.919,0"
"03151001";"Adenbüttel";"Gemeinde";"0";"0";"0";"40";"2";"1.768";"13,00";"129,0";"11,0";"1.148,0"
"03151002";"Barwedel";"Gemeinde";"0";"0";"0";"50";"2";"979";"19,00";"49,0";"8,0";"553,0"
"03151003";"Bergfeld";"Gemeinde";"0";"0";"0";"40";"3";"883";"10,00";"83,0";"9,0";"865,0"
"03151004";"Bokensdorf";"Gemeinde";"0";"0";"0";"50";"2";"1.286";"14,00";"88,0";"13,0";"639,0"
"03151005";"Brome, Flecken";"Gemeinde";"1";"3";"50";"40";"3";"3.272";"36,00";"88,0";"9,0";"908,0"
"03151006";"Calberlah";"Gemeinde";"1";"3";"60";"40";"2";"5.015";"27,00";"180,0";"13,0";"1.323,0"
"03151007";"Dedelstorf";"Gemeinde";"0";"0";"0";"50";"4";"1.209";"76,00";"15,0";"6,0";"233,0"
"03151008";"Ehra-Lessien";"Gemeinde";"0";"0";"0";"40";"3";"1.852";"56,00";"32,0";"7,0";"447,0"
"03151009";"Gifhorn, Stadt";"Gemeinde";"1";"2";"30";"20";"2";"42.239";"105,00";"400,0";"24,0";"1.657,0"
"03151010";"Groß Oesingen";"Gemeinde";"1";"3";"60";"40";"3";"1.864";"57,00";"32,0";"7,0";"450,0"
"03151011";"Hankensbüttel";"Gemeinde";"1";"3";"50";"50";"4";"4.491";"34,00";"128,0";"14,0";"900,0"
"03151012";"Hillerse";"Gemeinde";"0";"0";"0";"40";"2";"2.488";"24,00";"102,0";"10,0";"975,0"
"03151013";"Isenbüttel";"Gemeinde";"1";"3";"50";"40";"2";"6.483";"18,00";"345,0";"23,0";"1.476,0"
"03151014";"Jembke";"Gemeinde";"0";"0";"0";"50";"2";"1.995";"14,00";"136,0";"10,0";"1.321,0"
"03151015";"Leiferde";"Gemeinde";"1";"3";"60";"40";"2";"4.426";"28,00";"157,0";"12,0";"1.219,0"
"03151016";"Meine";"Gemeinde";"1";"3";"50";"40";"2";"8.648";"39,00";"221,0";"16,0";"1.379,0"
"03151017";"Meinersen";"Gemeinde";"1";"3";"50";"40";"2";"8.211";"53,00";"152,0";"13,0";"1.112,0"
